x,y,z
0.4121184852417566,-0.9999902065507035,-0.5798329631733591
0.22288991410024764,-0.9791777291513174,-0.407926485292777
0.02477542545335954,-0.9193285256646764,-0.2596241100475526
-0.1743267812229779,-0.8228285949687099,-0.1408381851435051
-0.3664791292519251,-0.6935250847771249,-0.05630433055589634
-0.5440211108893668,-0.5365729180004379,-0.009392644305130204
-0.6998746875935398,-0.35822928223683204,-0.0019733472836380717
-0.8278264690856507,-0.16560417544831466,-0.03434222345072113
-0.9227754216128046,0.033623047221131366,-0.10520882785949348
-0.9809362300664901,0.23150982510153204,-0.2117479326246794
-0.9999902065507035,0.4201670368266345,-0.34971215984287773
-0.9791777291513188,0.5920735147072173,-0.5136013111461941
-0.9193285256646792,0.7403758899524426,-0.6968816432542893
-0.8228285949687139,0.8591618148564912,-0.8922463477005471
-0.69352508477713,0.9436956694441013,-1.091906850227671
-0.5365729180004439,0.9906073556948688,-1.287903316665055
-0.35822928223683864,0.9980266527163624,-1.472421986398457
-0.16560417544832165,0.9656577765492808,-1.6381066823479393
0.03362304722112427,0.8947911721405097,-1.7783520785342897
0.23150982510152512,0.7882520673753249,-1.887567033581498
0.42016703682662804,0.6502878401571277,-1.961397491879553
0.5920735147072116,0.4863986888538121,-1.996900066041595
0.7403758899524379,0.3031183567457175,-1.9926593804706347
0.8591618148564877,0.10775365229945996,-1.9488444979181296
0.943695669444099,-0.09190685022766396,-1.8672021794855902
0.9906073556948679,-0.28790331666504826,-1.7509872467716878
0.9980266527163628,-0.4724219863984505,-1.6048328224062982
0.9656577765492825,-0.6381066823479338,-1.4345656220719127
0.8947911721405128,-0.7783520785342851,-1.2469736617366416
0.7882520673753294,-0.8875670335814947,-1.0495356408783887
0.650287840157133,-0.961397491879551,-0.8501227903370687
0.4863986888538183,-0.9969000660415944,-0.6566850711801246
0.3031183567457243,-0.9926593804706357,-0.4769342348423218
0.10775365229946703,-0.9488444979181319,-0.3180363799318826
-0.09190685022765688,-0.8672021794855937,-0.18632626249290907
-0.2879033166650415,-0.7509872467716925,-0.08705474927238255
-0.47242198639844424,-0.6048328224063039,-0.024179482233029903
-0.6381066823479283,-0.4345656220719191,-0.00020709985733136094
-0.7783520785342807,-0.24697366173664842,-0.016093305381378764
-0.8875670335814915,-0.049535640878395806,-0.07120476592274905
-0.961397491879549,0.14987720966292423,-0.1633443614639284
-0.9969000660415939,0.3433149288198687,-0.28883877709399763
-0.9926593804706366,0.5230657651576722,-0.44268494648231504
-0.9488444979181341,0.6819636200681122,-0.6187495083450303
-0.8672021794855973,0.8136737375070868,-0.8100133242045309
-0.7509872467716973,0.9129452507276146,-1.008851309290372
-0.6048328224063095,0.9758205177669685,-1.2073364206067274
-0.4345656220719255,0.9997929001426685,-1.3975556831214035
-0.24697366173665533,0.9839066946186225,-1.5719256551095349
-0.049535640878402905,0.9287952340772535,-1.7234947560442206
0.1498772096629172,0.8366556385360755,-1.8462204041751518
0.34331492881986203,0.7111612229060074,-1.9352099151945263
0.5230657651576661,0.557315053517691,-1.986915558120643
0.681963620068107,0.38125049165497626,-1.9992759921366292
